nome,url,preço,local,hora,data
Vendo samsung galaxy s9 troco por ps4 slim ou xbox one s,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vendo-samsung-galaxy-s9-troco-por-ps4-slim-ou-xbox-one-s-658328313?xtmc=celular&xtnp=3&xtcr=13,R$ 1.350,Rio de Janeiro,03:05,Hoje
Vendo s9 + 128 gb R$1.300,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vendo-s9-128-gb-r-1-300-658346009?xtmc=celular&xtnp=3&xtcr=14,R$ 1.300,"Rio de Janeiro, Guadalupe",13:07,Hoje
Placa Moto G5 play c/ câmeras,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/placa-moto-g5-play-c-cameras-658345593?xtmc=celular&xtnp=3&xtcr=15,R$ 190,"Rio de Janeiro, Inhaúma",13:02,Hoje
Zenfone Zoom S 68 GB e 4 de RAM (Leia ?),https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/zenfone-zoom-s-68-gb-e-4-de-ram-leia-658345552?xtmc=celular&xtnp=3&xtcr=16,R$ 300,"Rio de Janeiro, Acari",13:02,Hoje
IPhone 7 32gb Rose,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-32gb-rose-658344526?xtmc=celular&xtnp=3&xtcr=19,R$ 1.500,"Rio de Janeiro, Rocha Miranda",12:47,Hoje
Moto G7 Power,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/moto-g7-power-658344248?xtmc=celular&xtnp=3&xtcr=20,R$ 669,"Rio de Janeiro, Bonsucesso",12:43,Hoje
S10+ 512 GB cerâmica lacrado com nota!,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/s10-512-gb-ceramica-lacrado-com-nota-658343829?xtmc=celular&xtnp=3&xtcr=21,R$ 3.800,"Rio de Janeiro, Maracanã",12:38,Hoje
Xiaomi Mi 8 R$800,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/xiaomi-mi-8-r-800-658343358?xtmc=celular&xtnp=3&xtcr=22,R$ 800,"Rio de Janeiro, Costa Barros",12:33,Hoje
Iphone 6s 64gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-6s-64gb-658342894?xtmc=celular&xtnp=3&xtcr=23,R$ 850,"Rio de Janeiro, Penha",12:28,Hoje
Troco ou vendo iPhone 5s 16gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/troco-ou-vendo-iphone-5s-16gb-658342412?xtmc=celular&xtnp=3&xtcr=24,R$ 450,"Rio de Janeiro, Vigário Geral",12:23,Hoje
Vendo IPhone se,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vendo-iphone-se-658342079?xtmc=celular&xtnp=3&xtcr=25,R$ 800,"Rio de Janeiro, Vicente de Carvalho",12:19,Hoje
Xiaomi redmi note 7,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/xiaomi-redmi-note-7-658326856?xtmc=celular&xtnp=3&xtcr=26,R$ 950,"Rio de Janeiro, Del Castilho",02:09,Hoje
IPhone 7 32 gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-32-gb-658326313?xtmc=celular&xtnp=3&xtcr=27,R$ 2.000,"Rio de Janeiro, Tijuca",01:56,Hoje
Fones De Ouvido Xiaomi Redmi Airdots Bluetooth 5.0,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/fones-de-ouvido-xiaomi-redmi-airdots-bluetooth-5-0-653971892?xtmc=celular&xtnp=3&xtcr=28,R$ 150,"Rio de Janeiro, Maracanã",12:00,Hoje
Samsung a7 2018,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/samsung-a7-2018-658326111?xtmc=celular&xtnp=3&xtcr=30,R$ 798,"Rio de Janeiro, Irajá",01:49,Hoje
Vendo Bateria Moto G1,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vendo-bateria-moto-g1-658324456?xtmc=celular&xtnp=3&xtcr=31,R$ 80,"Rio de Janeiro, Andaraí",01:29,Hoje
Relógio Smartband M3 Pressão Arterial Batimentos Cardiacos,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/relogio-smartband-m3-pressao-arterial-batimentos-cardiacos-658340200?xtmc=celular&xtnp=3&xtcr=32,R$ 55,"Rio de Janeiro, Costa Barros",11:27,Hoje
P30 Lite,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/p30-lite-658323946?xtmc=celular&xtnp=3&xtcr=33,R$ 1.000,"Rio de Janeiro, Irajá",01:21,Hoje
J8 plus,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/j8-plus-658323794?xtmc=celular&xtnp=3&xtcr=34,R$ 650,"Rio de Janeiro, Jardim Carioca",01:17,Hoje
Moto G4 Novo,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/moto-g4-novo-658338721?xtmc=celular&xtnp=3&xtcr=36,R$ 400,"Rio de Janeiro, Colégio",10:49,Hoje
S10 biometria na tela 384 gigas .veja !!!,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/s10-biometria-na-tela-384-gigas-veja-658318649?xtmc=celular&xtnp=3&xtcr=37,R$ 2.700,Rio de Janeiro,00:33,Hoje
IPhone 6 completo e original,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-6-completo-e-original-658315725?xtmc=celular&xtnp=3&xtcr=38,R$ 950,"Rio de Janeiro, Maracanã",00:07,Hoje
Fone Original EarPods apple,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/fone-original-earpods-apple-658314979?xtmc=celular&xtnp=3&xtcr=39,R$ 99,"Rio de Janeiro, Bonsucesso",23:59,Ontem
"Suporte Universal para Celulares - Suporte ""Preguiçoso""",https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/suporte-universal-para-celulares-suporte-preguicoso-658336724?xtmc=celular&xtnp=3&xtcr=40,R$ 175,"Rio de Janeiro, Higienópolis",09:49,Hoje
Vendo Bateria Samsung,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vendo-bateria-samsung-658313968?xtmc=celular&xtnp=3&xtcr=41,R$ 40,"Rio de Janeiro, Andaraí",23:50,Ontem
Celular j4+,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/celular-j4-658313658?xtmc=celular&xtnp=3&xtcr=42,R$ 400,"Rio de Janeiro, Inhaúma",23:47,Ontem
Vendo A8,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vendo-a8-658313638?xtmc=celular&xtnp=3&xtcr=43,R$ 750,"Rio de Janeiro, São Cristóvão",23:47,Ontem
Tela Frontal Moto G2 Nova e testada com Garantia,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/tela-frontal-moto-g2-nova-e-testada-com-garantia-658311404?xtmc=celular&xtnp=3&xtcr=44,R$ 70,"Rio de Janeiro, Parada de Lucas",23:29,Ontem
IPhone 7 128GB Rose novo garantia Apple loja física,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-128gb-rose-novo-garantia-apple-loja-fisica-658309888?xtmc=celular&xtnp=3&xtcr=45,R$ 1.700,"Rio de Janeiro, Todos os Santos",23:16,Ontem
IPhone 8,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-8-658309315?xtmc=celular&xtnp=3&xtcr=46,R$ 2.100,"Rio de Janeiro, Vila Kosmos",23:12,Ontem
Asus Zenfone 4 Selfie 64GB V/T,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/asus-zenfone-4-selfie-64gb-v-t-658308755?xtmc=celular&xtnp=3&xtcr=47,R$ 749,"Rio de Janeiro, Irajá",23:09,Ontem
J5 com display queimado,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/j5-com-display-queimado-658306957?xtmc=celular&xtnp=3&xtcr=48,R$ 100,"Rio de Janeiro, Pavuna",22:56,Ontem
J7 prime j5 prime,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/j7-prime-j5-prime-658303438?xtmc=celular&xtnp=3&xtcr=49,R$ 200,Rio de Janeiro,22:33,Ontem
IPhone 6 Plus,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-6-plus-658297802?xtmc=celular&xtnp=3&xtcr=50,R$ 850,"Rio de Janeiro, Piedade",21:59,Ontem
LG K10 Celular De 32GB Bom Estado (Valor Final),https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/lg-k10-celular-de-32gb-bom-estado-valor-final-658356538?xtmc=celular&xtnp=4&xtcr=1,R$ 280,"Rio de Janeiro, Madureira",13:50,Hoje
J7 pró funcionando perfeitamente.leia o anúncio,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/j7-pro-funcionando-perfeitamente-leia-o-anuncio-658356034?xtmc=celular&xtnp=4&xtcr=2,R$ 420,"Rio de Janeiro, Braz de Pina",13:50,Hoje
Xiaomi Mi9T 6gb de RAM 64gb completo na caixa estado de zero,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/xiaomi-mi9t-6gb-de-ram-64gb-completo-na-caixa-estado-de-zero-658352737?xtmc=celular&xtnp=4&xtcr=3,R$ 1.650,"Rio de Janeiro, Cachambi",13:48,Hoje
Celulares,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/celulares-658352111?xtmc=celular&xtnp=4&xtcr=4,R$ 100,"Rio de Janeiro, Penha",13:48,Hoje
Samsung S9 Plus 128gb muito novo na caixa com nota fiscal,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/samsung-s9-plus-128gb-muito-novo-na-caixa-com-nota-fiscal-658352132?xtmc=celular&xtnp=4&xtcr=5,R$ 1.600,"Rio de Janeiro, Cachambi",13:48,Hoje
Celulares,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/celulares-658351506?xtmc=celular&xtnp=4&xtcr=6,R$ 100,"Rio de Janeiro, Penha",13:48,Hoje
Celular,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/celular-658351349?xtmc=celular&xtnp=4&xtcr=7,R$ 300,"Rio de Janeiro, Penha",13:48,Hoje
Celular,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/celular-658350101?xtmc=celular&xtnp=4&xtcr=8,R$ 260,"Rio de Janeiro, Penha Circular",13:47,Hoje
IPhone 5s Prata,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-5s-prata-658350385?xtmc=celular&xtnp=4&xtcr=9,R$ 1.000,"Rio de Janeiro, Rocha Miranda",13:45,Hoje
Asus Zenfone Mx1 Usado com embalagem desbloqueado,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/asus-zenfone-mx1-usado-com-embalagem-desbloqueado-658340031?xtmc=celular&xtnp=4&xtcr=10,,"Rio de Janeiro, Colégio",11:24,Hoje
Pulseira de silicone para Apple Watch,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/pulseira-de-silicone-para-apple-watch-658339854?xtmc=celular&xtnp=4&xtcr=11,R$ 27,"Rio de Janeiro, Irajá",11:20,Hoje
Vendo s9 + 128 gb R$1.300,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vendo-s9-128-gb-r-1-300-658346009?xtmc=celular&xtnp=4&xtcr=12,R$ 1.300,"Rio de Janeiro, Guadalupe",13:07,Hoje
Placa Moto G5 play c/ câmeras,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/placa-moto-g5-play-c-cameras-658345593?xtmc=celular&xtnp=4&xtcr=13,R$ 190,"Rio de Janeiro, Inhaúma",13:02,Hoje
Zenfone Zoom S 68 GB e 4 de RAM (Leia ?),https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/zenfone-zoom-s-68-gb-e-4-de-ram-leia-658345552?xtmc=celular&xtnp=4&xtcr=14,R$ 300,"Rio de Janeiro, Acari",13:02,Hoje
IPhone 7 32gb Rose,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-32gb-rose-658344526?xtmc=celular&xtnp=4&xtcr=16,R$ 1.500,"Rio de Janeiro, Rocha Miranda",12:47,Hoje
Moto G7 Power,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/moto-g7-power-658344248?xtmc=celular&xtnp=4&xtcr=17,R$ 669,"Rio de Janeiro, Bonsucesso",12:43,Hoje
Vendo,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vendo-658338705?xtmc=celular&xtnp=4&xtcr=18,R$ 400,"Rio de Janeiro, Colégio",10:47,Hoje
S10+ 512 GB cerâmica lacrado com nota!,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/s10-512-gb-ceramica-lacrado-com-nota-658343829?xtmc=celular&xtnp=4&xtcr=19,R$ 3.800,"Rio de Janeiro, Maracanã",12:38,Hoje
Xiaomi Mi 8 R$800,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/xiaomi-mi-8-r-800-658343358?xtmc=celular&xtnp=4&xtcr=20,R$ 800,"Rio de Janeiro, Costa Barros",12:33,Hoje
Iphone 6s 64gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-6s-64gb-658342894?xtmc=celular&xtnp=4&xtcr=21,R$ 850,"Rio de Janeiro, Penha",12:28,Hoje
Troco ou vendo iPhone 5s 16gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/troco-ou-vendo-iphone-5s-16gb-658342412?xtmc=celular&xtnp=4&xtcr=22,R$ 450,"Rio de Janeiro, Vigário Geral",12:23,Hoje
Vendo IPhone se,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vendo-iphone-se-658342079?xtmc=celular&xtnp=4&xtcr=23,R$ 800,"Rio de Janeiro, Vicente de Carvalho",12:19,Hoje
Fones De Ouvido Xiaomi Redmi Airdots Bluetooth 5.0,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/fones-de-ouvido-xiaomi-redmi-airdots-bluetooth-5-0-653971892?xtmc=celular&xtnp=4&xtcr=24,R$ 150,"Rio de Janeiro, Maracanã",12:00,Hoje
Relógio Smartband M3 Pressão Arterial Batimentos Cardiacos,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/relogio-smartband-m3-pressao-arterial-batimentos-cardiacos-658340200?xtmc=celular&xtnp=4&xtcr=25,R$ 55,"Rio de Janeiro, Costa Barros",11:27,Hoje
A6 Esportivo Smart a prova d'água e sensor,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/a6-esportivo-smart-a-prova-d-agua-e-sensor-658335887?xtmc=celular&xtnp=4&xtcr=27,R$ 189,"Rio de Janeiro, Del Castilho",09:15,Hoje
Moto g 5s plus *Excelente Estado,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/moto-g-5s-plus-excelente-estado-658328742?xtmc=celular&xtnp=4&xtcr=28,R$ 700,"Rio de Janeiro, Penha",03:15,Hoje
IPhone 7,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-658335465?xtmc=celular&xtnp=4&xtcr=29,R$ 1.300,"Rio de Janeiro, Benfica",09:05,Hoje
Galaxy S10 Plus,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/galaxy-s10-plus-658328571?xtmc=celular&xtnp=4&xtcr=30,R$ 2.689,"Rio de Janeiro, Bancários",03:08,Hoje
Moto G4 Novo,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/moto-g4-novo-658338721?xtmc=celular&xtnp=4&xtcr=31,R$ 400,"Rio de Janeiro, Colégio",10:49,Hoje
IPhone 8 Plus 64 g,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-8-plus-64-g-658334528?xtmc=celular&xtnp=4&xtcr=33,R$ 2.900,"Rio de Janeiro, Cacuia",08:40,Hoje
LG k11+ dual chip tela trincada funciona tudo perfeitamente 32gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/lg-k11-dual-chip-tela-trincada-funciona-tudo-perfeitamente-32gb-658334455?xtmc=celular&xtnp=4&xtcr=34,R$ 260,"Rio de Janeiro, Irajá",08:38,Hoje
Pulseira/relógio inteligente - Mi Band 4,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/pulseira-relogio-inteligente-mi-band-4-658334406?xtmc=celular&xtnp=4&xtcr=35,R$ 190,"Rio de Janeiro, Vasco da Gama",08:36,Hoje
J7 pro 64 g aceito cartão,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/j7-pro-64-g-aceito-cartao-658334072?xtmc=celular&xtnp=4&xtcr=36,R$ 570,"Rio de Janeiro, Vila Kosmos",08:25,Hoje
J1 aceito cartão,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/j1-aceito-cartao-658333953?xtmc=celular&xtnp=4&xtcr=37,R$ 165,"Rio de Janeiro, Vila Kosmos",08:21,Hoje
"Suporte Universal para Celulares - Suporte ""Preguiçoso""",https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/suporte-universal-para-celulares-suporte-preguicoso-658336724?xtmc=celular&xtnp=4&xtcr=39,R$ 175,"Rio de Janeiro, Higienópolis",09:49,Hoje
J6,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/j6-658326723?xtmc=celular&xtnp=4&xtcr=40,R$ 350,"Rio de Janeiro, Pavuna",02:06,Hoje
Fornecedor Display Celular Motorola,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/fornecedor-display-celular-motorola-646275995?xtmc=celular&xtnp=4&xtcr=42,R$ 50,"Rio de Janeiro, Cachambi",01:45,Hoje
Galaxy S8 Trincado,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/galaxy-s8-trincado-658324430?xtmc=celular&xtnp=4&xtcr=44,R$ 550,"Rio de Janeiro, Cascadura",01:29,Hoje
Moto G4 plus 32gb aspecto de novo sem arranhões,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/moto-g4-plus-32gb-aspecto-de-novo-sem-arranhoes-658324189?xtmc=celular&xtnp=4&xtcr=45,R$ 350,"Rio de Janeiro, Penha",01:27,Hoje
J5 Prime Rosa,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/j5-prime-rosa-658324012?xtmc=celular&xtnp=4&xtcr=46,R$ 380,"Rio de Janeiro, Penha Circular",01:23,Hoje
J6,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/j6-658323923?xtmc=celular&xtnp=4&xtcr=47,R$ 450,"Rio de Janeiro, Jardim Carioca",01:21,Hoje
A6+,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/a6-658323275?xtmc=celular&xtnp=4&xtcr=48,R$ 780,"Rio de Janeiro, Jardim Carioca",01:11,Hoje
IPhone 6s 32Gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-6s-32gb-658322362?xtmc=celular&xtnp=4&xtcr=49,R$ 890,"Rio de Janeiro, Jardim Carioca",01:05,Hoje
Huawei P20 pro L29 128 Gb 6 Gb rom,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/huawei-p20-pro-l29-128-gb-6-gb-rom-658318950?xtmc=celular&xtnp=5&xtcr=2,R$ 2.300,"Rio de Janeiro, Engenho de Dentro",00:35,Hoje
Moto g7 play 32gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/moto-g7-play-32gb-658329914?xtmc=celular&xtnp=5&xtcr=3,R$ 450,"Rio de Janeiro, Penha Circular",06:07,Hoje
Celular J3,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/celular-j3-658310606?xtmc=celular&xtnp=5&xtcr=4,R$ 300,"Rio de Janeiro, Madureira",23:21,Ontem
IPhone 7 128GB zero com garantia Apple loja física,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-128gb-zero-com-garantia-apple-loja-fisica-658310385?xtmc=celular&xtnp=5&xtcr=5,R$ 1.700,"Rio de Janeiro, Del Castilho",23:19,Ontem
LG G4 o top da linha v/t,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/lg-g4-o-top-da-linha-v-t-658310221?xtmc=celular&xtnp=5&xtcr=6,R$ 649,"Rio de Janeiro, Vila da Penha",23:18,Ontem
Rádio EP 450,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/radio-ep-450-658309870?xtmc=celular&xtnp=5&xtcr=7,R$ 400,"Rio de Janeiro, Tomás Coelho",23:16,Ontem
IPhone 8 impecável,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-8-impecavel-658307543?xtmc=celular&xtnp=5&xtcr=8,R$ 500,"Rio de Janeiro, Pilares",23:00,Ontem
Controle Joystick,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/controle-joystick-658330397?xtmc=celular&xtnp=5&xtcr=9,R$ 120,"Rio de Janeiro, Vila da Penha",06:26,Hoje
Iphone 7 32gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-32gb-658306960?xtmc=celular&xtnp=5&xtcr=10,R$ 1.700,"Rio de Janeiro, Portuguesa",22:56,Ontem
Alcatel pixi aceito trocas,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/alcatel-pixi-aceito-trocas-658305805?xtmc=celular&xtnp=5&xtcr=11,R$ 150,"Rio de Janeiro, Pavuna",22:48,Ontem
Celular oukitel c13 Android 9.0 2 chips 32GB,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/celular-oukitel-c13-android-9-0-2-chips-32gb-658304971?xtmc=celular&xtnp=5&xtcr=12,R$ 750,"Rio de Janeiro, Bonsucesso",22:43,Ontem
J7 metal vt,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/j7-metal-vt-658304486?xtmc=celular&xtnp=5&xtcr=13,R$ 300,"Rio de Janeiro, Oswaldo Cruz",22:39,Ontem
Samsung,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/samsung-658303895?xtmc=celular&xtnp=5&xtcr=14,R$ 2.200,"Rio de Janeiro, Grajaú",22:35,Ontem
IPhone 6s 128gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-6s-128gb-658300910?xtmc=celular&xtnp=5&xtcr=15,R$ 930,"Rio de Janeiro, São Cristóvão",22:17,Ontem
IPhone 7 32GB Prata semi novo loja física,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-32gb-prata-semi-novo-loja-fisica-658300565?xtmc=celular&xtnp=5&xtcr=16,R$ 1.550,Rio de Janeiro,22:15,Ontem
J7,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/j7-658300384?xtmc=celular&xtnp=5&xtcr=17,R$ 350,"Rio de Janeiro, Madureira",22:14,Ontem
IPhone 7 128GB Rose novo,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-128gb-rose-novo-658292638?xtmc=celular&xtnp=5&xtcr=18,R$ 1.700,Rio de Janeiro,21:34,Ontem
"Pego celular na faixa de R$ 200,00",https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/pego-celular-na-faixa-de-r-200-00-658292856?xtmc=celular&xtnp=5&xtcr=19,R$ 200,"Rio de Janeiro, Anchieta",21:33,Ontem
Vendo samsung galaxy s9 troco por ps4 slim ou xbox one s,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vendo-samsung-galaxy-s9-troco-por-ps4-slim-ou-xbox-one-s-658328313?xtmc=celular&xtnp=5&xtcr=20,R$ 1.350,Rio de Janeiro,03:05,Hoje
Vendo iPhone 6s 32G,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vendo-iphone-6s-32g-658291582?xtmc=celular&xtnp=5&xtcr=21,R$ 900,"Rio de Janeiro, Braz de Pina",21:29,Ontem
Vendo um k10 e J3 ambos novos,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vendo-um-k10-e-j3-ambos-novos-658289935?xtmc=celular&xtnp=5&xtcr=22,R$ 630,"Rio de Janeiro, Abolição",21:22,Ontem
J5 pro funcionando perfeitamente com capa e pelicola,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/j5-pro-funcionando-perfeitamente-com-capa-e-pelicola-658289231?xtmc=celular&xtnp=5&xtcr=23,R$ 500,"Rio de Janeiro, Anchieta",21:18,Ontem
Smart Watch M26 para iPhone,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/smart-watch-m26-para-iphone-658288413?xtmc=celular&xtnp=5&xtcr=24,R$ 245,"Rio de Janeiro, Del Castilho",21:14,Ontem
Samsung J7,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/samsung-j7-658288377?xtmc=celular&xtnp=5&xtcr=25,R$ 450,"Rio de Janeiro, Cascadura",21:14,Ontem
"Celular Leeco le 2 x526 (3 GB RAM, 64 ROM)",https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/celular-leeco-le-2-x526-3-gb-ram-64-rom-658286878?xtmc=celular&xtnp=5&xtcr=27,R$ 2,"Rio de Janeiro, Praça da Bandeira",21:06,Ontem
Iphone 7 plus,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-plus-658284405?xtmc=celular&xtnp=5&xtcr=28,R$ 1.800,"Rio de Janeiro, Vicente de Carvalho",20:54,Ontem
IPhone se 32 GB,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-se-32-gb-658283981?xtmc=celular&xtnp=5&xtcr=29,R$ 600,"Rio de Janeiro, Inhaúma",20:52,Ontem
M2 Bracelete Bluetooth com P.A,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/m2-bracelete-bluetooth-com-p-a-658282778?xtmc=celular&xtnp=5&xtcr=30,R$ 113,"Rio de Janeiro, Del Castilho",20:45,Ontem
Moto One,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/moto-one-658282297?xtmc=celular&xtnp=5&xtcr=31,R$ 900,"Rio de Janeiro, Ramos",20:43,Ontem
Xiaomi redmi note 7,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/xiaomi-redmi-note-7-658326856?xtmc=celular&xtnp=5&xtcr=32,R$ 950,"Rio de Janeiro, Del Castilho",02:09,Hoje
Motorola Moto C Plus. lindoooooo,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/motorola-moto-c-plus-lindoooooo-658281052?xtmc=celular&xtnp=5&xtcr=33,R$ 250,Rio de Janeiro,20:36,Ontem
Relogio Smart A6 = @ Pulseiras,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/relogio-smart-a6-pulseiras-658280864?xtmc=celular&xtnp=5&xtcr=34,R$ 199,"Rio de Janeiro, Del Castilho",20:35,Ontem
A1 Smart Watch,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/a1-smart-watch-658279976?xtmc=celular&xtnp=5&xtcr=35,R$ 105,"Rio de Janeiro, Del Castilho",20:31,Ontem
Moto G5S Aceito Trocas,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/moto-g5s-aceito-trocas-658279542?xtmc=celular&xtnp=5&xtcr=36,R$ 350,"Rio de Janeiro, Tijuca",20:29,Ontem
IPhone 7 32 gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-32-gb-658326313?xtmc=celular&xtnp=5&xtcr=37,R$ 2.000,"Rio de Janeiro, Tijuca",01:56,Hoje
Samsung a7 2018,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/samsung-a7-2018-658326111?xtmc=celular&xtnp=5&xtcr=39,R$ 798,"Rio de Janeiro, Irajá",01:49,Hoje
IPhone 5s,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-5s-658277611?xtmc=celular&xtnp=5&xtcr=40,R$ 500,Rio de Janeiro,20:20,Ontem
